"purchase_id","Model","Price","Engine_Power","Transmission","Fuel_Type","Num_Additional_Options"
1497,"Granta",1e+06,97,"AT","Petrol",3
1498,"Samara",2850000,102,"MT","Petrol",3
1499,"2113",1350000,127,"AT","Petrol",1
1500,"XRay",2450000,112,"MT","Diesel",1
1501,"2107",1350000,132,"MT","Diesel",3
1502,"2113",1750000,147,"MT","Petrol",0
1503,"2109",2700000,92,"AT","Petrol",0
1504,"Niva Travel",2950000,92,"AT","Petrol",2
1505,"Niva Travel",9e+05,117,"MT","Petrol",4
1506,"Vesta",2250000,112,"AT","Petrol",1
1507,"2110",1450000,142,"MT","Petrol",2
1508,"Niva Legend",2450000,127,"MT","Petrol",2
1509,"21099",850000,102,"MT","Petrol",3
1510,"2112",1050000,102,"MT","Petrol",2
1511,"Priora",2300000,127,"MT","Petrol",1
1512,"2107",750000,97,"MT","Petrol",2
1513,"Priora",2550000,112,"MT","Diesel",3
1514,"Granta",1450000,127,"MT","Petrol",1
1515,"Oka",1400000,92,"MT","Petrol",1
1516,"Kalina",2550000,87,"AT","Petrol",0
1517,"2109",1750000,87,"MT","Petrol",0
1518,"Priora",1250000,127,"AT","Diesel",0
1519,"Priora",1650000,117,"MT","Petrol",3
1520,"2115",2650000,122,"MT","Diesel",0
1521,"Samara",1300000,127,"MT","Petrol",1
1522,"Oka",1600000,107,"AT","Petrol",1
1523,"21099",7e+05,87,"AT","Petrol",0
1524,"2115",2750000,92,"AT","Petrol",0
1525,"2111",2800000,147,"MT","Petrol",0
1526,"Largus",1600000,92,"MT","Petrol",0
1527,"2109",2750000,132,"MT","Petrol",2
1528,"Granta",1750000,142,"AT","Petrol",4
1529,"Largus",2600000,137,"MT","Petrol",1
1530,"2110",3150000,142,"MT","Petrol",1
1531,"2113",3200000,92,"MT","Petrol",2
1532,"21099",2400000,102,"AT","Petrol",1
1533,"Niva Legend",2e+06,92,"MT","Petrol",4
1534,"Niva Legend",1250000,132,"AT","Petrol",1
1535,"Oka",1050000,87,"AT","Petrol",1
1536,"Largus",2100000,117,"MT","Diesel",2
1537,"Kalina",850000,117,"AT","Petrol",2
1538,"2113",1350000,137,"MT","Petrol",1
1539,"2111",1250000,92,"MT","Petrol",0
1540,"XRay",2550000,147,"AT","Petrol",3
1541,"2114",2750000,92,"MT","Petrol",1
1542,"Niva Travel",2400000,132,"MT","Petrol",3
1543,"Samara",2350000,132,"MT","Petrol",0
1544,"XRay",8e+05,122,"AT","Petrol",3
1545,"Niva Travel",2450000,112,"MT","Petrol",1
1546,"Niva Legend",2750000,97,"MT","Petrol",2
1547,"2114",2400000,87,"MT","Petrol",2
1548,"XRay",2650000,102,"MT","Petrol",1
1549,"Vesta",3e+06,97,"MT","Petrol",1
1550,"XRay",2300000,142,"AT","Petrol",1
1551,"Kalina",2e+06,122,"MT","Diesel",3
1552,"Oka",1350000,87,"MT","Petrol",2
1553,"2109",2400000,137,"AT","Petrol",1
1554,"Kalina",1300000,107,"MT","Petrol",4
1555,"2115",750000,137,"MT","Petrol",1
1556,"Largus",1150000,137,"MT","Petrol",1
1557,"Largus",1950000,97,"MT","Petrol",1
1558,"Kalina",2400000,132,"MT","Petrol",0
1559,"2111",2700000,107,"AT","Petrol",0
1560,"2113",1750000,87,"MT","Petrol",4
1561,"2113",2650000,102,"AT","Petrol",0
1562,"Granta",2350000,122,"MT","Petrol",2
1563,"2112",2200000,127,"AT","Diesel",1
1564,"Niva Travel",2950000,92,"MT","Petrol",1
1565,"2115",2650000,107,"MT","Petrol",2
1566,"Priora",2e+06,112,"MT","Petrol",0
1567,"2110",2650000,97,"MT","Petrol",2
1568,"2115",1e+06,132,"MT","Petrol",5
1569,"Priora",1900000,92,"AT","Petrol",0
1570,"2109",1800000,132,"MT","Diesel",1
1571,"Niva Travel",1250000,147,"MT","Petrol",1
1572,"2110",2250000,102,"MT","Petrol",2
1573,"Niva Travel",1450000,132,"MT","Petrol",2
1574,"XRay",2700000,122,"MT","Diesel",4
1575,"21099",2550000,107,"MT","Petrol",3
1576,"Samara",1950000,97,"AT","Petrol",1
1577,"Kalina",8e+05,97,"AT","Diesel",2
1578,"2107",2300000,122,"MT","Diesel",3
1579,"Priora",3200000,107,"MT","Diesel",0
1580,"Oka",2050000,102,"AT","Petrol",4
1581,"Kalina",1850000,142,"MT","Petrol",2
1582,"Niva Legend",3150000,102,"AT","Petrol",3
1583,"Kalina",2650000,137,"AT","Petrol",1
1584,"2113",1800000,97,"MT","Petrol",2
1585,"Kalina",1450000,122,"MT","Petrol",2
1586,"Riva",1950000,132,"MT","Petrol",0
1587,"2115",2e+06,97,"MT","Petrol",2
1588,"Samara",1550000,122,"MT","Petrol",1
1589,"2109",1600000,92,"AT","Petrol",1
1590,"21099",1750000,102,"AT","Petrol",1
1591,"Priora",2700000,122,"MT","Petrol",2
1592,"Niva Travel",1800000,127,"MT","Petrol",0
1593,"Vesta",3e+06,97,"MT","Petrol",2
1594,"2115",2450000,117,"AT","Petrol",4
1595,"Riva",2750000,127,"MT","Petrol",1
1596,"2113",2150000,122,"AT","Petrol",2
1597,"Niva Travel",2600000,137,"MT","Petrol",2
1598,"2113",2300000,137,"MT","Petrol",2
1599,"2115",1500000,137,"MT","Petrol",3
1600,"Riva",2950000,87,"AT","Petrol",0
1601,"Granta",2800000,122,"MT","Petrol",3
1602,"2115",1850000,147,"MT","Petrol",4
1603,"2114",2350000,97,"MT","Petrol",0
1604,"2107",2350000,92,"MT","Petrol",2
1605,"Samara",1550000,97,"MT","Petrol",1
1606,"Oka",3100000,87,"AT","Petrol",1
1607,"Largus",3200000,97,"AT","Petrol",2
1608,"21099",2900000,102,"MT","Petrol",0
1609,"21099",3200000,137,"MT","Petrol",1
1610,"21099",1350000,112,"MT","Petrol",3
1611,"Kalina",1650000,112,"AT","Petrol",3
1612,"21099",1200000,142,"MT","Petrol",4
1613,"Granta",2700000,87,"AT","Diesel",1
1614,"Priora",1200000,137,"AT","Petrol",3
1615,"2112",2100000,137,"MT","Diesel",1
1616,"2110",2450000,107,"AT","Petrol",0
1617,"Samara",7e+05,137,"AT","Petrol",2
1618,"Samara",1950000,87,"MT","Petrol",2
1619,"2113",1250000,132,"AT","Petrol",2
1620,"2111",1050000,112,"MT","Petrol",2
1621,"Granta",2300000,102,"MT","Petrol",2
1622,"2114",2050000,87,"AT","Petrol",2
1623,"Granta",1350000,112,"MT","Petrol",1
1624,"Riva",3200000,147,"MT","Petrol",0
1625,"Granta",2200000,102,"MT","Diesel",3
1626,"Kalina",2650000,132,"AT","Diesel",3
1627,"Niva Legend",850000,142,"MT","Petrol",3
1628,"Kalina",1850000,87,"MT","Petrol",4
1629,"Kalina",2050000,142,"MT","Petrol",3
1630,"Priora",1450000,97,"MT","Diesel",0
1631,"2110",2800000,107,"MT","Petrol",0
1632,"Riva",2850000,102,"AT","Petrol",0
1633,"Oka",3e+06,87,"MT","Petrol",0
1634,"Riva",3150000,127,"AT","Petrol",1
1635,"Granta",1400000,92,"AT","Petrol",2
1636,"Granta",1550000,132,"MT","Petrol",3
1637,"Niva Legend",2350000,97,"MT","Petrol",0
1638,"2110",2400000,112,"AT","Petrol",4
1639,"Vesta",2700000,137,"MT","Petrol",3
1640,"2110",1750000,92,"MT","Petrol",2
1641,"2113",2600000,147,"AT","Petrol",1
1642,"2111",2700000,102,"MT","Petrol",1
1643,"2109",1700000,142,"MT","Petrol",0
1644,"2113",1850000,102,"AT","Petrol",4
1645,"2109",1150000,147,"MT","Petrol",2
1646,"XRay",1100000,102,"MT","Petrol",0
1647,"Oka",2800000,87,"AT","Diesel",3
1648,"2115",2850000,102,"MT","Petrol",3
1649,"Kalina",2900000,117,"MT","Petrol",3
1650,"21099",2400000,107,"MT","Petrol",3
1651,"2109",7e+05,107,"AT","Petrol",1
1652,"Granta",2850000,97,"MT","Petrol",5
1653,"Niva Travel",2500000,107,"MT","Petrol",0
1654,"2111",7e+05,147,"MT","Petrol",2
1655,"Kalina",1150000,122,"MT","Petrol",0
1656,"Niva Travel",1050000,92,"MT","Petrol",2
1657,"2111",1650000,117,"MT","Petrol",1
1658,"Samara",2800000,102,"MT","Diesel",2
1659,"XRay",8e+05,122,"AT","Diesel",1
1660,"2115",1950000,102,"MT","Petrol",3
1661,"Vesta",1250000,112,"MT","Petrol",2
1662,"2114",1e+06,102,"AT","Petrol",2
1663,"Riva",1500000,117,"MT","Petrol",1
1664,"2113",1800000,117,"MT","Petrol",2
1665,"Riva",2950000,147,"AT","Petrol",0
1666,"21099",2100000,107,"MT","Diesel",1
1667,"Priora",1450000,102,"MT","Petrol",2
1668,"2114",2950000,142,"MT","Diesel",2
1669,"Granta",2600000,142,"MT","Petrol",1
1670,"XRay",2400000,92,"AT","Petrol",4
1671,"Granta",2100000,127,"MT","Petrol",1
1672,"21099",2550000,87,"MT","Petrol",2
1673,"2113",1150000,122,"MT","Petrol",1
1674,"Niva Travel",2400000,137,"MT","Petrol",0
1675,"2111",2650000,102,"MT","Petrol",2
1676,"21099",1650000,117,"MT","Petrol",5
1677,"Largus",1900000,107,"MT","Petrol",2
1678,"Riva",8e+05,102,"AT","Petrol",5
1679,"Samara",2e+06,97,"AT","Petrol",1
1680,"XRay",2550000,127,"AT","Petrol",1
1681,"2112",1450000,92,"AT","Petrol",3
1682,"Largus",1250000,102,"MT","Petrol",0
1683,"Oka",2050000,132,"AT","Petrol",0
1684,"2110",8e+05,122,"MT","Petrol",1
1685,"2114",2500000,97,"AT","Petrol",0
1686,"XRay",1750000,97,"MT","Petrol",0
1687,"Niva Legend",2050000,122,"AT","Petrol",1
1688,"Niva Travel",2550000,132,"MT","Petrol",1
1689,"2112",2800000,87,"AT","Petrol",1
1690,"2113",2400000,117,"MT","Petrol",3
1691,"Samara",1700000,117,"MT","Petrol",2
1692,"2115",1200000,117,"AT","Petrol",1
1693,"2111",2450000,122,"MT","Petrol",2
1694,"Niva Travel",2550000,122,"MT","Petrol",2
1695,"Largus",1800000,87,"MT","Diesel",0
1696,"2109",1500000,127,"AT","Petrol",1
1697,"2110",7e+05,97,"MT","Petrol",1
1698,"Niva Legend",1750000,92,"MT","Diesel",3
1699,"Vesta",1850000,92,"MT","Diesel",1
1700,"Priora",1100000,117,"MT","Petrol",4
1701,"Granta",2550000,97,"MT","Petrol",3
1702,"21099",850000,102,"MT","Petrol",1
1703,"Largus",1800000,132,"AT","Petrol",1
1704,"2110",1100000,117,"MT","Petrol",0
1705,"Vesta",7e+05,87,"MT","Petrol",2
1706,"Granta",1650000,117,"MT","Petrol",1
1707,"2112",1250000,137,"MT","Petrol",1
1708,"2110",1600000,147,"MT","Petrol",1
1709,"Vesta",8e+05,147,"MT","Petrol",3
1710,"Oka",3150000,127,"AT","Petrol",1
1711,"Niva Legend",3100000,107,"MT","Petrol",2
1712,"Samara",950000,87,"AT","Petrol",3
1713,"2109",1700000,132,"MT","Petrol",2
1714,"2107",2650000,122,"AT","Petrol",2
1715,"Vesta",1750000,97,"AT","Petrol",3
1716,"2115",1600000,97,"AT","Petrol",4
1717,"Riva",2100000,102,"MT","Petrol",1
1718,"2111",1900000,97,"MT","Petrol",0
1719,"Vesta",9e+05,112,"AT","Petrol",1
1720,"Samara",2300000,132,"MT","Petrol",2
1721,"XRay",1200000,112,"MT","Petrol",1
1722,"2113",2650000,142,"AT","Petrol",1
1723,"2115",1250000,137,"MT","Diesel",0
1724,"21099",1350000,122,"MT","Petrol",2
1725,"Granta",2100000,137,"AT","Petrol",0
1726,"2109",1700000,137,"AT","Petrol",1
1727,"2110",1650000,142,"MT","Petrol",3
1728,"Niva Legend",1600000,137,"MT","Petrol",2
1729,"Niva Travel",1700000,132,"MT","Petrol",1
1730,"21099",2050000,122,"AT","Petrol",2
1731,"Kalina",2500000,117,"AT","Petrol",3
1732,"Kalina",2150000,92,"MT","Petrol",1
1733,"Largus",1450000,132,"MT","Petrol",1
1734,"2111",1250000,142,"AT","Petrol",2
1735,"Kalina",9e+05,122,"MT","Petrol",4
1736,"2109",2450000,107,"MT","Diesel",2
1737,"2114",2350000,132,"AT","Petrol",0
1738,"2107",2e+06,132,"MT","Petrol",1
1739,"Niva Legend",1500000,147,"AT","Petrol",2
1740,"2107",1500000,142,"MT","Petrol",0
1741,"2109",8e+05,117,"MT","Petrol",2
1742,"2113",2750000,92,"AT","Petrol",4
1743,"2109",750000,97,"MT","Petrol",0
1744,"2107",1300000,87,"AT","Petrol",2
1745,"Priora",1550000,142,"MT","Petrol",0
1746,"Samara",2500000,92,"MT","Diesel",0
1747,"2110",2450000,122,"MT","Petrol",0
1748,"2111",2300000,117,"MT","Petrol",2
1749,"2111",1800000,137,"MT","Petrol",1
1750,"2109",1450000,97,"MT","Petrol",3
1751,"2107",1100000,132,"MT","Petrol",3
1752,"Granta",750000,97,"MT","Petrol",0
1753,"2113",8e+05,137,"MT","Petrol",0
1754,"2115",1900000,92,"AT","Petrol",2
1755,"2111",1100000,127,"AT","Petrol",0
1756,"Largus",1200000,117,"MT","Petrol",2
1757,"Oka",2700000,132,"MT","Petrol",5
1758,"Niva Legend",2350000,137,"MT","Petrol",1
1759,"Kalina",2600000,122,"MT","Petrol",1
1760,"2114",9e+05,117,"AT","Diesel",5
1761,"Granta",7e+05,102,"AT","Petrol",0
1762,"Samara",1250000,112,"MT","Petrol",2
1763,"XRay",1e+06,117,"AT","Petrol",5
1764,"2115",2850000,112,"AT","Petrol",1
1765,"2110",2200000,112,"AT","Petrol",1
1766,"Riva",2e+06,112,"MT","Petrol",0
1767,"Riva",2250000,97,"AT","Petrol",1
1768,"2111",2850000,87,"MT","Petrol",0
1769,"2109",1650000,112,"MT","Petrol",1
1770,"Granta",1500000,102,"MT","Petrol",0
1771,"XRay",2300000,97,"AT","Petrol",5
1772,"Largus",2350000,117,"AT","Petrol",3
1773,"Largus",1650000,92,"MT","Petrol",2
1774,"2113",2450000,107,"MT","Petrol",2
1775,"Samara",9e+05,132,"MT","Petrol",2
1776,"XRay",3200000,92,"MT","Petrol",1
1777,"Riva",1200000,127,"AT","Petrol",0
1778,"XRay",1e+06,132,"MT","Petrol",1
1779,"Niva Legend",2200000,132,"MT","Diesel",0
1780,"2111",1050000,112,"MT","Petrol",1
1781,"Largus",1200000,132,"AT","Petrol",2
1782,"2115",2400000,102,"MT","Petrol",3
1783,"Niva Legend",1e+06,137,"MT","Petrol",4
1784,"2115",2350000,142,"MT","Petrol",1
1785,"Largus",2450000,147,"AT","Petrol",0
1786,"2113",1700000,107,"MT","Petrol",1
1787,"Kalina",1350000,107,"MT","Petrol",2
1788,"2112",1100000,132,"MT","Petrol",1
1789,"2114",1950000,92,"MT","Petrol",1
1790,"2109",1250000,102,"MT","Petrol",3
1791,"Granta",2250000,122,"AT","Petrol",0
1792,"2111",2450000,102,"MT","Petrol",0
1793,"Samara",2300000,102,"MT","Petrol",2
1794,"Samara",2850000,112,"MT","Petrol",1
1795,"2115",1750000,127,"MT","Diesel",3
1796,"Priora",1450000,102,"MT","Petrol",2
1797,"Kalina",1900000,127,"MT","Petrol",5
1798,"Samara",1400000,132,"MT","Petrol",1
1799,"Granta",3050000,112,"MT","Petrol",3
1800,"Samara",1950000,87,"MT","Petrol",4
1801,"Riva",1050000,132,"MT","Petrol",0
1802,"Vesta",3100000,112,"MT","Diesel",2
1803,"Vesta",3050000,97,"AT","Petrol",1
1804,"Priora",2850000,107,"MT","Petrol",3
1805,"21099",1150000,122,"MT","Petrol",2
1806,"2113",750000,107,"MT","Petrol",3
1807,"2110",2350000,112,"MT","Petrol",2
1808,"Samara",2650000,107,"AT","Petrol",1
1809,"XRay",1e+06,107,"AT","Petrol",0
1810,"2113",8e+05,107,"MT","Petrol",3
1811,"Samara",2450000,147,"MT","Petrol",3
1812,"Kalina",1250000,127,"AT","Diesel",5
1813,"Samara",1500000,112,"MT","Petrol",3
1814,"Kalina",1550000,137,"MT","Petrol",0
1815,"Kalina",2900000,142,"MT","Petrol",4
1816,"2111",1900000,127,"AT","Petrol",0
1817,"Riva",1300000,137,"AT","Petrol",2
1818,"2109",2550000,97,"AT","Petrol",1
1819,"Vesta",950000,87,"AT","Petrol",3
1820,"2111",2750000,132,"AT","Petrol",1
1821,"Largus",1250000,117,"AT","Petrol",1
1822,"Kalina",2300000,92,"AT","Petrol",3
1823,"Niva Legend",2350000,87,"AT","Petrol",3
1824,"2113",1300000,87,"AT","Petrol",4
1825,"2111",1050000,117,"AT","Petrol",2
1826,"Niva Legend",2050000,97,"MT","Petrol",5
1827,"2110",3200000,92,"AT","Petrol",1
1828,"2110",1750000,122,"AT","Petrol",2
1829,"XRay",2950000,102,"AT","Petrol",1
1830,"Granta",1050000,122,"MT","Petrol",1
1831,"XRay",2100000,147,"AT","Petrol",1
1832,"Niva Travel",1750000,112,"AT","Petrol",2
1833,"Vesta",1650000,147,"MT","Petrol",0
1834,"XRay",8e+05,97,"MT","Diesel",1
1835,"Samara",1200000,147,"MT","Petrol",4
1836,"2112",2050000,132,"MT","Petrol",3
1837,"2112",1250000,87,"MT","Petrol",1
1838,"Riva",9e+05,132,"MT","Petrol",0
1839,"Oka",950000,142,"MT","Petrol",1
1840,"2112",2350000,117,"AT","Petrol",2
1841,"2109",1200000,87,"MT","Petrol",2
1842,"2110",2300000,132,"MT","Petrol",1
1843,"2107",3150000,127,"AT","Petrol",2
1844,"2107",1250000,107,"MT","Petrol",0
1845,"Granta",2350000,132,"AT","Petrol",1
1846,"XRay",1550000,122,"MT","Diesel",3
1847,"XRay",1600000,142,"MT","Petrol",3
1848,"2109",2550000,117,"AT","Petrol",2
1849,"Priora",1850000,127,"MT","Petrol",0
1850,"Granta",2e+06,87,"MT","Petrol",1
1851,"Oka",1500000,122,"MT","Petrol",2
1852,"XRay",1550000,132,"MT","Petrol",0
1853,"Largus",2800000,97,"MT","Petrol",2
1854,"Priora",2e+06,127,"MT","Petrol",1
1855,"Oka",2650000,132,"MT","Petrol",3
1856,"Kalina",8e+05,112,"AT","Diesel",2
1857,"Riva",1100000,112,"AT","Petrol",0
1858,"XRay",2800000,92,"MT","Diesel",2
1859,"2107",1350000,112,"MT","Petrol",1
1860,"Granta",1850000,127,"AT","Petrol",3
1861,"2107",750000,137,"MT","Petrol",5
1862,"2113",2750000,117,"MT","Petrol",3
1863,"Vesta",8e+05,87,"MT","Petrol",0
1864,"2111",7e+05,117,"MT","Petrol",0
1865,"Priora",1850000,142,"AT","Petrol",3
1866,"2113",2500000,117,"AT","Petrol",0
1867,"Niva Travel",2100000,132,"AT","Petrol",1
1868,"Vesta",2950000,97,"MT","Diesel",1
1869,"Oka",1500000,137,"MT","Petrol",1
1870,"Largus",1600000,117,"AT","Petrol",1
1871,"2110",1450000,107,"AT","Petrol",0
1872,"Granta",1450000,92,"MT","Petrol",0
1873,"2114",7e+05,127,"MT","Petrol",5
1874,"2115",2900000,92,"MT","Petrol",4
1875,"Oka",1750000,102,"MT","Petrol",4
1876,"2109",2450000,112,"AT","Petrol",2
1877,"2113",2750000,107,"MT","Petrol",2
1878,"Kalina",1550000,92,"MT","Petrol",4
1879,"2107",2600000,147,"AT","Petrol",1
1880,"2109",2950000,117,"AT","Petrol",3
1881,"Priora",3050000,97,"MT","Petrol",3
1882,"2113",2250000,137,"MT","Petrol",0
1883,"21099",1050000,122,"MT","Petrol",2
1884,"Niva Travel",7e+05,97,"MT","Petrol",5
1885,"2115",2950000,142,"AT","Petrol",1
1886,"Largus",1800000,122,"MT","Petrol",1
1887,"2111",1750000,117,"MT","Petrol",0
1888,"2110",850000,97,"MT","Petrol",1
1889,"2110",2900000,102,"MT","Petrol",4
1890,"21099",3200000,112,"MT","Diesel",2
1891,"Niva Legend",1500000,92,"MT","Petrol",2
1892,"2115",2100000,112,"AT","Diesel",1
1893,"2109",2800000,107,"MT","Petrol",0
1894,"2110",750000,147,"MT","Petrol",5
1895,"2107",2250000,97,"MT","Petrol",1
1896,"Priora",2550000,137,"MT","Diesel",2
1897,"2113",1250000,117,"MT","Diesel",1
1898,"Kalina",2350000,117,"AT","Petrol",1
1899,"2115",950000,137,"MT","Petrol",3
1900,"Riva",1850000,117,"AT","Petrol",2
1901,"2111",2300000,107,"AT","Petrol",2
1902,"2107",1650000,97,"AT","Petrol",0
1903,"Largus",1950000,102,"AT","Petrol",2
1904,"Riva",2550000,137,"MT","Petrol",3
1905,"2109",3100000,127,"MT","Petrol",4
1906,"Niva Legend",1050000,147,"MT","Petrol",1
1907,"Vesta",3150000,132,"AT","Petrol",2
1908,"2112",3100000,92,"AT","Petrol",0
1909,"2109",1400000,97,"MT","Petrol",2
1910,"Niva Travel",3050000,142,"AT","Petrol",1
1911,"2109",1300000,122,"MT","Petrol",1
1912,"Priora",7e+05,112,"MT","Petrol",1
1913,"Niva Legend",1250000,122,"AT","Petrol",0
1914,"21099",1250000,132,"AT","Petrol",3
1915,"Vesta",2e+06,137,"AT","Petrol",0
1916,"Riva",1900000,122,"AT","Petrol",0
1917,"Vesta",2100000,132,"MT","Petrol",1
1918,"21099",1300000,117,"AT","Petrol",1
1919,"Granta",2150000,132,"MT","Petrol",3
1920,"XRay",2e+06,132,"MT","Petrol",1
1921,"2109",1600000,142,"MT","Petrol",2
1922,"2113",1450000,117,"MT","Diesel",0
1923,"2115",2650000,87,"MT","Petrol",1
1924,"Riva",1400000,87,"MT","Petrol",0
1925,"Oka",2050000,122,"MT","Petrol",4
1926,"2115",1e+06,142,"AT","Petrol",1
1927,"2111",3100000,137,"AT","Diesel",0
1928,"2107",3150000,137,"MT","Petrol",4
1929,"2112",2e+06,97,"AT","Petrol",0
1930,"2111",2e+06,117,"MT","Petrol",1
1931,"21099",2e+06,107,"MT","Petrol",2
1932,"Granta",1850000,87,"MT","Petrol",3
1933,"Vesta",2300000,112,"AT","Petrol",3
1934,"Riva",950000,87,"MT","Petrol",0
1935,"Granta",1850000,122,"MT","Petrol",4
1936,"Granta",1600000,132,"AT","Petrol",1
1937,"Niva Legend",1900000,122,"MT","Petrol",2
1938,"2109",1950000,87,"AT","Petrol",3
1939,"2114",2900000,142,"AT","Petrol",5
1940,"Samara",2200000,147,"MT","Petrol",2
1941,"2115",8e+05,112,"AT","Petrol",3
1942,"Vesta",2300000,137,"MT","Petrol",1
1943,"2111",2150000,142,"MT","Petrol",0
1944,"2107",2400000,142,"AT","Petrol",0
1945,"Kalina",1650000,127,"AT","Petrol",0
1946,"21099",3200000,117,"AT","Petrol",1
1947,"Riva",2600000,127,"AT","Petrol",1
1948,"2113",1400000,97,"MT","Petrol",2
1949,"Niva Legend",2400000,122,"MT","Petrol",2
1950,"Niva Legend",2e+06,127,"AT","Petrol",4
1951,"21099",1e+06,117,"MT","Petrol",3
1952,"Granta",2550000,102,"MT","Petrol",3
1953,"Kalina",2650000,147,"AT","Petrol",2
1954,"Granta",2650000,122,"MT","Petrol",0
1955,"2112",1050000,147,"AT","Petrol",0
1956,"2113",1300000,97,"AT","Petrol",1
1957,"Granta",1650000,137,"MT","Petrol",0
1958,"2111",1050000,137,"AT","Petrol",2
1959,"2111",8e+05,127,"MT","Petrol",1
1960,"Samara",3150000,92,"MT","Petrol",1
1961,"2110",1300000,132,"MT","Petrol",0
1962,"Oka",2850000,107,"AT","Petrol",1
1963,"XRay",2600000,87,"MT","Petrol",3
1964,"Oka",1700000,132,"AT","Diesel",0
1965,"2115",950000,112,"MT","Petrol",0
1966,"2115",2350000,122,"MT","Diesel",1
1967,"2113",1450000,102,"MT","Petrol",2
1968,"2109",2050000,147,"AT","Diesel",4
1969,"Oka",3e+06,87,"MT","Petrol",3
1970,"Niva Legend",1350000,117,"AT","Petrol",1
1971,"Niva Legend",1500000,92,"MT","Petrol",2
1972,"21099",1500000,127,"MT","Petrol",1
1973,"21099",1750000,147,"MT","Petrol",4
1974,"21099",1500000,132,"AT","Petrol",1
1975,"2111",1050000,87,"MT","Petrol",2
1976,"2111",2650000,87,"MT","Petrol",1
1977,"Samara",950000,147,"MT","Petrol",1
1978,"XRay",2150000,132,"AT","Petrol",1
1979,"2113",1500000,112,"AT","Petrol",0
1980,"XRay",2950000,102,"MT","Petrol",4
1981,"2115",1250000,132,"AT","Petrol",4
1982,"2109",3100000,122,"MT","Petrol",0
1983,"2114",1250000,107,"MT","Diesel",0
1984,"Samara",1950000,137,"MT","Petrol",2
1985,"2109",2950000,112,"MT","Petrol",1
1986,"Oka",2650000,147,"AT","Petrol",0
1987,"Largus",850000,132,"AT","Petrol",2
1988,"Priora",1550000,127,"MT","Petrol",3
1989,"2115",1750000,147,"MT","Diesel",1
1990,"Priora",1150000,122,"MT","Petrol",2
1991,"Niva Legend",3050000,127,"AT","Petrol",1
1992,"Priora",1200000,117,"MT","Petrol",1
1993,"2109",1200000,137,"MT","Petrol",5
1994,"2113",1250000,142,"MT","Petrol",0
1995,"Largus",2150000,102,"MT","Petrol",3
1996,"2109",1850000,127,"AT","Petrol",2
1997,"2112",1100000,102,"MT","Petrol",1
1998,"2115",1400000,112,"AT","Petrol",1
1999,"2107",3050000,102,"MT","Petrol",1
2000,"21099",750000,97,"AT","Petrol",3
2001,"2109",2300000,147,"MT","Petrol",3
2002,"Priora",1950000,147,"MT","Petrol",2
2003,"Granta",2250000,122,"MT","Diesel",0
2004,"2107",1100000,142,"MT","Petrol",2
2005,"Vesta",1800000,147,"MT","Petrol",2
2006,"Priora",1650000,137,"MT","Petrol",1
2007,"Granta",2600000,137,"MT","Petrol",5
2008,"Granta",2900000,117,"AT","Petrol",1
2009,"Oka",2350000,147,"MT","Petrol",0
2010,"2112",2500000,97,"MT","Petrol",3
2011,"Niva Legend",3e+06,127,"MT","Petrol",2
2012,"Niva Travel",3100000,122,"MT","Petrol",1
2013,"Oka",950000,127,"MT","Petrol",1
2014,"Vesta",2500000,97,"MT","Petrol",4
2015,"XRay",2100000,107,"MT","Petrol",1
2016,"Priora",2150000,102,"MT","Petrol",0
2017,"Vesta",2300000,147,"MT","Petrol",0
2018,"2114",1300000,107,"MT","Petrol",1
2019,"Niva Travel",1800000,102,"AT","Petrol",2
2020,"2112",2200000,102,"AT","Petrol",2
2021,"2114",8e+05,107,"MT","Petrol",2
2022,"2115",750000,132,"MT","Petrol",0
2023,"Niva Travel",1e+06,127,"MT","Petrol",0
2024,"2110",1400000,92,"AT","Petrol",0
2025,"Granta",2200000,117,"AT","Petrol",3
2026,"Kalina",1450000,102,"MT","Petrol",2
2027,"Largus",1300000,107,"AT","Petrol",4
2028,"XRay",850000,147,"AT","Petrol",4
2029,"2107",1050000,87,"MT","Petrol",1
2030,"Samara",1700000,137,"AT","Petrol",0
2031,"2113",1900000,132,"MT","Petrol",0
2032,"2109",1450000,117,"AT","Petrol",1
2033,"Niva Travel",1650000,132,"MT","Petrol",2
2034,"21099",1400000,132,"MT","Petrol",5
2035,"2113",1200000,127,"MT","Petrol",2
2036,"2107",1500000,147,"MT","Petrol",3
2037,"Niva Legend",3150000,92,"MT","Petrol",0
2038,"Granta",1250000,122,"MT","Petrol",0
2039,"Riva",750000,102,"AT","Diesel",2
2040,"Largus",850000,137,"MT","Petrol",2
2041,"2107",2150000,107,"MT","Petrol",2
2042,"Riva",2300000,122,"MT","Petrol",2
2043,"Priora",750000,147,"AT","Petrol",1
2044,"2115",1350000,137,"MT","Petrol",3
2045,"Riva",2e+06,112,"MT","Petrol",3
2046,"2111",1350000,132,"MT","Petrol",1
2047,"Granta",2450000,147,"AT","Petrol",2
2048,"2114",1350000,127,"AT","Petrol",0
2049,"2113",850000,92,"MT","Petrol",1
2050,"XRay",1600000,102,"MT","Petrol",1
2051,"Kalina",1850000,92,"MT","Petrol",2
2052,"Riva",850000,132,"MT","Petrol",0
2053,"Vesta",1250000,102,"AT","Petrol",3
2054,"Largus",2950000,87,"MT","Petrol",2
