purchase_id,id,Age,Sex,Income,Purchase_Date,Region,Model,Price,Engine_Power,Transmission,Fuel_Type,Num_Additional_Options,Saving_year_num
1536,201193,39,M,240000.0,2021-11-01,пермский край,largus,2100000.0,117,MT,Diesel,2,8.75
1537,197668,48,M,379000.0,2023-10-01,пермский край,kalina,850000.0,117,AT,Petrol,2,2.242744063324538
1538,199899,56,M,360000.0,2022-03-01,нижегородская область,2113,1350000.0,137,MT,Petrol,1,3.75
1539,200651,58,M,240000.0,2022-09-01,чувашская республика,2111,1250000.0,92,MT,Petrol,0,5.208333333333333
1540,200810,45,M,562000.0,2023-06-01,удмуртская республика,xray,2550000.0,147,AT,Petrol,3,4.537366548042705
1541,201069,51,M,494000.0,2022-06-01,саратовская область,2114,2750000.0,92,MT,Petrol,1,5.566801619433198
1543,199723,52,M,426000.0,2023-08-01,пермский край,samara,2350000.0,132,MT,Petrol,0,5.516431924882629
1545,202061,52,M,240000.0,2021-05-01,саратовская область,niva travel,2450000.0,112,MT,Petrol,1,10.208333333333334
1546,200535,45,M,342000.0,2021-05-01,республика марий эл,niva legend,2750000.0,97,MT,Petrol,2,8.04093567251462
1547,201161,58,M,593000.0,2021-04-01,республика башкортостан,2114,2400000.0,87,MT,Petrol,2,4.0472175379426645
1548,198432,39,M,240000.0,2023-01-01,самарская область,xray,2650000.0,102,MT,Petrol,1,11.041666666666666
1549,201670,37,M,388000.0,2023-03-01,ульяновская область,vesta,3000000.0,97,MT,Petrol,1,7.731958762886598
1550,198532,48,M,241000.0,2023-06-01,нижегородская область,xray,2300000.0,142,AT,Petrol,1,9.54356846473029
1551,201189,48,M,367000.0,2023-06-01,пензенская область,kalina,2000000.0,122,MT,Diesel,3,5.449591280653951
1552,202407,46,M,382000.0,2021-03-01,республика мордовия,oka,1350000.0,87,MT,Petrol,2,3.5340314136125652
1553,197852,52,M,639000.0,2023-03-01,самарская область,2109,2400000.0,137,AT,Petrol,1,3.755868544600939
1554,197584,27,F,312000.0,2023-12-01,пензенская область,kalina,1300000.0,107,MT,Petrol,4,4.166666666666667
1555,201913,52,M,410000.0,2022-10-01,удмуртская республика,2115,750000.0,137,MT,Petrol,1,1.829268292682927
1556,199570,58,M,676000.0,2021-10-01,республика башкортостан,largus,1150000.0,137,MT,Petrol,1,1.7011834319526626
1557,199258,61,M,403000.0,2021-08-01,республика башкортостан,largus,1950000.0,97,MT,Petrol,1,4.838709677419355
1558,199000,52,M,425000.0,2021-06-01,самарская область,kalina,2400000.0,132,MT,Petrol,0,5.647058823529412
1559,201749,36,M,526000.0,2023-01-01,удмуртская республика,2111,2700000.0,107,AT,Petrol,0,5.133079847908745
1560,201098,53,M,531000.0,2023-07-01,республика башкортостан,2113,1750000.0,87,MT,Petrol,4,3.2956685499058382
1561,197525,47,M,240000.0,2021-04-01,республика татарстан,2113,2650000.0,102,AT,Petrol,0,11.041666666666666
1562,202181,52,M,240000.0,2022-01-01,нижегородская область,granta,2350000.0,122,MT,Petrol,2,9.791666666666666
1563,197935,46,M,946000.0,2023-03-01,республика башкортостан,2112,2200000.0,127,AT,Diesel,1,2.3255813953488373
1564,200597,61,M,524000.0,2023-12-01,самарская область,niva travel,2950000.0,92,MT,Petrol,1,5.629770992366412
1565,197605,59,M,621000.0,2023-06-01,удмуртская республика,2115,2650000.0,107,MT,Petrol,2,4.26731078904992
1566,202275,42,M,384000.0,2022-04-01,самарская область,priora,2000000.0,112,MT,Petrol,0,5.208333333333333
1567,199560,57,M,240000.0,2022-05-01,саратовская область,2110,2650000.0,97,MT,Petrol,2,11.041666666666666
1568,200745,53,M,534000.0,2022-12-01,республика башкортостан,2115,1000000.0,132,MT,Petrol,5,1.8726591760299625
1569,198688,34,M,380000.0,2023-02-01,республика башкортостан,priora,1900000.0,92,AT,Petrol,0,5.0
1570,198804,55,M,240000.0,2023-07-01,нижегородская область,2109,1800000.0,132,MT,Diesel,1,7.5
1571,201224,58,M,313000.0,2021-11-01,кировская область,niva travel,1250000.0,147,MT,Petrol,1,3.9936102236421727
1572,200560,56,F,834000.0,2022-06-01,самарская область,2110,2250000.0,102,MT,Petrol,2,2.697841726618705
1573,198422,48,M,276000.0,2022-06-01,республика башкортостан,niva travel,1450000.0,132,MT,Petrol,2,5.253623188405797
1574,201118,47,M,427000.0,2021-08-01,республика татарстан,xray,2700000.0,122,MT,Diesel,4,6.323185011709602
1575,199639,57,M,345000.0,2021-03-01,республика татарстан,21099,2550000.0,107,MT,Petrol,3,7.391304347826087
1576,198363,49,M,573000.0,2021-05-01,самарская область,samara,1950000.0,97,AT,Petrol,1,3.4031413612565444
1577,199197,52,M,303000.0,2023-06-01,кировская область,kalina,800000.0,97,AT,Diesel,2,2.6402640264026402
1578,198274,54,M,306000.0,2021-01-01,республика башкортостан,2107,2300000.0,122,MT,Diesel,3,7.516339869281046
1579,199601,37,M,784000.0,2022-03-01,республика татарстан,priora,3200000.0,107,MT,Diesel,0,4.081632653061225
1580,198737,60,M,442000.0,2021-10-01,республика башкортостан,oka,2050000.0,102,AT,Petrol,4,4.638009049773756
1581,198693,57,M,240000.0,2021-12-01,республика башкортостан,kalina,1850000.0,142,MT,Petrol,2,7.708333333333333
1583,199603,51,M,240000.0,2022-09-01,нижегородская область,kalina,2650000.0,137,AT,Petrol,1,11.041666666666666
1584,200736,37,M,558000.0,2021-08-01,самарская область,2113,1800000.0,97,MT,Petrol,2,3.225806451612903
1585,201343,52,M,455000.0,2021-10-01,республика татарстан,kalina,1450000.0,122,MT,Petrol,2,3.1868131868131866
1586,197999,40,M,254000.0,2023-03-01,республика башкортостан,riva,1950000.0,132,MT,Petrol,0,7.677165354330708
1587,198562,43,M,362000.0,2021-02-01,республика татарстан,2115,2000000.0,97,MT,Petrol,2,5.524861878453039
1588,201187,51,M,590000.0,2023-06-01,оренбургская область,samara,1550000.0,122,MT,Petrol,1,2.6271186440677967
1589,200784,44,M,645000.0,2021-07-01,нижегородская область,2109,1600000.0,92,AT,Petrol,1,2.4806201550387597
1590,201153,40,M,240000.0,2022-02-01,чувашская республика,21099,1750000.0,102,AT,Petrol,1,7.291666666666667
1591,201378,54,M,447000.0,2021-06-01,республика татарстан,priora,2700000.0,122,MT,Petrol,2,6.040268456375839
1592,200493,42,M,546000.0,2023-01-01,пермский край,niva travel,1800000.0,127,MT,Petrol,0,3.2967032967032965
1593,197899,50,M,254000.0,2021-06-01,оренбургская область,vesta,3000000.0,97,MT,Petrol,2,11.811023622047244
1594,197973,47,M,580000.0,2023-07-01,саратовская область,2115,2450000.0,117,AT,Petrol,4,4.224137931034483
1595,197997,53,F,240000.0,2023-09-01,республика мордовия,riva,2750000.0,127,MT,Petrol,1,11.458333333333334
1596,200007,53,M,240000.0,2023-01-01,самарская область,2113,2150000.0,122,AT,Petrol,2,8.958333333333334
1598,200565,59,M,253000.0,2023-07-01,нижегородская область,2113,2300000.0,137,MT,Petrol,2,9.090909090909092
1599,197978,52,M,518000.0,2023-01-01,пермский край,2115,1500000.0,137,MT,Petrol,3,2.8957528957528957
1600,201250,61,M,290000.0,2021-07-01,саратовская область,riva,2950000.0,87,AT,Petrol,0,10.172413793103448
1601,198735,45,M,240000.0,2021-08-01,нижегородская область,granta,2800000.0,122,MT,Petrol,3,11.666666666666666
1602,200650,49,M,369000.0,2021-09-01,нижегородская область,2115,1850000.0,147,MT,Petrol,4,5.013550135501355
1603,201281,40,M,334000.0,2021-04-01,самарская область,2114,2350000.0,97,MT,Petrol,0,7.0359281437125745
1604,200694,36,F,330000.0,2023-09-01,кировская область,2107,2350000.0,92,MT,Petrol,2,7.121212121212121
1605,200256,42,M,431000.0,2023-09-01,удмуртская республика,samara,1550000.0,97,MT,Petrol,1,3.5962877030162415
1606,199438,48,M,699000.0,2021-10-01,нижегородская область,oka,3100000.0,87,AT,Petrol,1,4.434907010014306
1607,198797,53,M,713000.0,2023-08-01,самарская область,largus,3200000.0,97,AT,Petrol,2,4.488078541374474
1608,197712,57,F,240000.0,2021-06-01,удмуртская республика,21099,2900000.0,102,MT,Petrol,0,12.083333333333334
1609,202270,59,M,536000.0,2022-07-01,самарская область,21099,3200000.0,137,MT,Petrol,1,5.970149253731344
1610,199624,51,M,600000.0,2021-05-01,республика марий эл,21099,1350000.0,112,MT,Petrol,3,2.25
1611,201129,58,M,252000.0,2021-07-01,нижегородская область,kalina,1650000.0,112,AT,Petrol,3,6.5476190476190474
1612,201485,42,M,240000.0,2022-11-01,пермский край,21099,1200000.0,142,MT,Petrol,4,5.0
1613,199903,61,M,300000.0,2022-01-01,нижегородская область,granta,2700000.0,87,AT,Diesel,1,9.0
1614,200979,47,M,344000.0,2022-01-01,республика татарстан,priora,1200000.0,137,AT,Petrol,3,3.488372093023256
1615,197891,54,M,591000.0,2021-12-01,оренбургская область,2112,2100000.0,137,MT,Diesel,1,3.553299492385787
1616,199318,44,M,307000.0,2022-10-01,чувашская республика,2110,2450000.0,107,AT,Petrol,0,7.980456026058632
1617,201178,42,F,308000.0,2021-03-01,нижегородская область,samara,700000.0,137,AT,Petrol,2,2.272727272727273
1618,198255,53,M,240000.0,2021-07-01,нижегородская область,samara,1950000.0,87,MT,Petrol,2,8.125
1619,198081,59,M,398000.0,2021-02-01,республика татарстан,2113,1250000.0,132,AT,Petrol,2,3.14070351758794
1620,199059,61,F,357000.0,2023-01-01,удмуртская республика,2111,1050000.0,112,MT,Petrol,2,2.9411764705882355
1621,202182,49,F,336000.0,2021-07-01,республика башкортостан,granta,2300000.0,102,MT,Petrol,2,6.845238095238095
1622,199126,57,M,240000.0,2021-12-01,нижегородская область,2114,2050000.0,87,AT,Petrol,2,8.541666666666666
1623,198455,51,M,304000.0,2021-03-01,пензенская область,granta,1350000.0,112,MT,Petrol,1,4.440789473684211
1624,200235,52,M,342000.0,2021-05-01,пермский край,riva,3200000.0,147,MT,Petrol,0,9.35672514619883
1625,202337,45,F,386000.0,2021-12-01,чувашская республика,granta,2200000.0,102,MT,Diesel,3,5.699481865284974
1626,200020,55,M,240000.0,2021-08-01,пермский край,kalina,2650000.0,132,AT,Diesel,3,11.041666666666666
1627,197809,48,M,302000.0,2023-06-01,саратовская область,niva legend,850000.0,142,MT,Petrol,3,2.814569536423841
1628,198811,36,M,311000.0,2021-01-01,нижегородская область,kalina,1850000.0,87,MT,Petrol,4,5.948553054662379
1629,198848,52,M,894000.0,2021-12-01,саратовская область,kalina,2050000.0,142,MT,Petrol,3,2.2930648769574944
1630,198856,58,M,476000.0,2023-12-01,республика мордовия,priora,1450000.0,97,MT,Diesel,0,3.046218487394958
1631,201349,56,F,307000.0,2023-12-01,удмуртская республика,2110,2800000.0,107,MT,Petrol,0,9.120521172638437
1632,198226,55,M,394000.0,2022-03-01,нижегородская область,riva,2850000.0,102,AT,Petrol,0,7.233502538071066
1633,200902,60,M,392000.0,2022-02-01,самарская область,oka,3000000.0,87,MT,Petrol,0,7.653061224489796
1634,200923,53,M,658000.0,2023-10-01,самарская область,riva,3150000.0,127,AT,Petrol,1,4.787234042553192
1635,198184,53,M,371000.0,2021-08-01,самарская область,granta,1400000.0,92,AT,Petrol,2,3.7735849056603774
1636,201680,52,M,384000.0,2023-02-01,удмуртская республика,granta,1550000.0,132,MT,Petrol,3,4.036458333333333
1637,197490,58,M,356000.0,2022-06-01,кировская область,niva legend,2350000.0,97,MT,Petrol,0,6.601123595505618
1638,198712,48,M,805000.0,2021-02-01,удмуртская республика,2110,2400000.0,112,AT,Petrol,4,2.981366459627329
1639,198616,51,M,261000.0,2023-01-01,ульяновская область,vesta,2700000.0,137,MT,Petrol,3,10.344827586206897
1640,202219,59,M,564000.0,2021-02-01,пермский край,2110,1750000.0,92,MT,Petrol,2,3.102836879432624
1641,200028,55,M,599000.0,2022-08-01,республика башкортостан,2113,2600000.0,147,AT,Petrol,1,4.340567612687813
1642,198011,41,M,606000.0,2022-08-01,самарская область,2111,2700000.0,102,MT,Petrol,1,4.455445544554456
1643,200452,61,M,259000.0,2021-04-01,республика башкортостан,2109,1700000.0,142,MT,Petrol,0,6.563706563706564
1644,200532,59,M,632000.0,2021-04-01,чувашская республика,2113,1850000.0,102,AT,Petrol,4,2.9272151898734178
1645,198541,48,M,356000.0,2023-07-01,саратовская область,2109,1150000.0,147,MT,Petrol,2,3.230337078651685
1646,201415,48,M,359000.0,2021-09-01,саратовская область,xray,1100000.0,102,MT,Petrol,0,3.064066852367688
1647,199791,53,M,326000.0,2022-08-01,республика башкортостан,oka,2800000.0,87,AT,Diesel,3,8.588957055214724
1648,197805,44,M,643000.0,2021-05-01,чувашская республика,2115,2850000.0,102,MT,Petrol,3,4.432348367029549
1649,197664,43,M,240000.0,2022-07-01,республика башкортостан,kalina,2900000.0,117,MT,Petrol,3,12.083333333333334
1650,198124,51,M,279000.0,2022-07-01,нижегородская область,21099,2400000.0,107,MT,Petrol,3,8.602150537634408
1651,201727,34,M,659000.0,2022-12-01,оренбургская область,2109,700000.0,107,AT,Petrol,1,1.062215477996965
1652,200342,54,M,343000.0,2022-02-01,республика марий эл,granta,2850000.0,97,MT,Petrol,5,8.309037900874635
1653,200957,60,M,363000.0,2022-08-01,нижегородская область,niva travel,2500000.0,107,MT,Petrol,0,6.887052341597796
1654,200268,58,M,407000.0,2022-02-01,республика мордовия,2111,700000.0,147,MT,Petrol,2,1.71990171990172
1655,202180,58,M,271000.0,2023-10-01,самарская область,kalina,1150000.0,122,MT,Petrol,0,4.243542435424354
1656,198256,37,M,420000.0,2023-10-01,республика татарстан,niva travel,1050000.0,92,MT,Petrol,2,2.5
1658,198048,54,M,462000.0,2021-05-01,нижегородская область,samara,2800000.0,102,MT,Diesel,2,6.0606060606060606
1659,201172,35,M,249000.0,2022-10-01,нижегородская область,xray,800000.0,122,AT,Diesel,1,3.21285140562249
1660,197616,47,F,547000.0,2022-02-01,республика татарстан,2115,1950000.0,102,MT,Petrol,3,3.5648994515539307
1661,202013,33,M,240000.0,2022-02-01,саратовская область,vesta,1250000.0,112,MT,Petrol,2,5.208333333333333
1662,201557,37,M,302000.0,2021-05-01,ульяновская область,2114,1000000.0,102,AT,Petrol,2,3.3112582781456954
1663,198365,40,M,240000.0,2023-06-01,республика башкортостан,riva,1500000.0,117,MT,Petrol,1,6.25
1664,198866,47,M,572000.0,2023-09-01,саратовская область,2113,1800000.0,117,MT,Petrol,2,3.1468531468531467
1665,197560,58,M,240000.0,2022-07-01,пензенская область,riva,2950000.0,147,AT,Petrol,0,12.291666666666666
1666,201668,46,M,318000.0,2023-03-01,пермский край,21099,2100000.0,107,MT,Diesel,1,6.60377358490566
1667,200827,56,M,250000.0,2022-01-01,республика татарстан,priora,1450000.0,102,MT,Petrol,2,5.8
1669,198732,55,M,240000.0,2022-01-01,пермский край,granta,2600000.0,142,MT,Petrol,1,10.833333333333334
1670,201509,47,M,453000.0,2021-05-01,республика мордовия,xray,2400000.0,92,AT,Petrol,4,5.298013245033113
1671,201881,52,M,397000.0,2022-06-01,пензенская область,granta,2100000.0,127,MT,Petrol,1,5.289672544080605
1672,200712,59,M,240000.0,2023-08-01,ульяновская область,21099,2550000.0,87,MT,Petrol,2,10.625
1673,199128,51,F,240000.0,2021-09-01,республика башкортостан,2113,1150000.0,122,MT,Petrol,1,4.791666666666667
1674,202097,60,M,360000.0,2021-01-01,саратовская область,niva travel,2400000.0,137,MT,Petrol,0,6.666666666666667
1675,201157,48,M,497000.0,2023-05-01,нижегородская область,2111,2650000.0,102,MT,Petrol,2,5.331991951710261
1676,199810,48,M,336000.0,2023-01-01,республика мордовия,21099,1650000.0,117,MT,Petrol,5,4.910714285714286
1677,198156,38,M,240000.0,2022-07-01,кировская область,largus,1900000.0,107,MT,Petrol,2,7.916666666666667
1678,199357,39,F,373000.0,2023-11-01,пермский край,riva,800000.0,102,AT,Petrol,5,2.1447721179624666
1679,198275,60,M,898000.0,2023-03-01,республика башкортостан,samara,2000000.0,97,AT,Petrol,1,2.2271714922048997
1681,202253,61,M,425000.0,2021-06-01,саратовская область,2112,1450000.0,92,AT,Petrol,3,3.411764705882353
1682,200362,38,M,240000.0,2021-06-01,республика башкортостан,largus,1250000.0,102,MT,Petrol,0,5.208333333333333
1683,200544,29,M,498000.0,2022-03-01,нижегородская область,oka,2050000.0,132,AT,Petrol,0,4.116465863453815
1684,202027,43,M,240000.0,2022-04-01,республика татарстан,2110,800000.0,122,MT,Petrol,1,3.3333333333333335
1685,197785,55,M,324000.0,2023-07-01,саратовская область,2114,2500000.0,97,AT,Petrol,0,7.716049382716049
1686,199405,34,M,635000.0,2023-04-01,республика башкортостан,xray,1750000.0,97,MT,Petrol,0,2.7559055118110236
1687,200180,48,M,653000.0,2023-09-01,пермский край,niva legend,2050000.0,122,AT,Petrol,1,3.139356814701378
1688,199871,38,M,252000.0,2023-02-01,республика башкортостан,niva travel,2550000.0,132,MT,Petrol,1,10.119047619047619
1689,199681,34,M,532000.0,2022-06-01,республика башкортостан,2112,2800000.0,87,AT,Petrol,1,5.2631578947368425
1690,200432,36,M,563000.0,2021-05-01,республика башкортостан,2113,2400000.0,117,MT,Petrol,3,4.262877442273535
1691,199777,47,M,532000.0,2023-08-01,кировская область,samara,1700000.0,117,MT,Petrol,2,3.1954887218045114
1692,198966,60,M,240000.0,2023-08-01,нижегородская область,2115,1200000.0,117,AT,Petrol,1,5.0
1693,202282,47,M,376000.0,2023-07-01,республика татарстан,2111,2450000.0,122,MT,Petrol,2,6.51595744680851
1694,199706,54,M,948000.0,2022-10-01,саратовская область,niva travel,2550000.0,122,MT,Petrol,2,2.689873417721519
1695,198393,53,M,399000.0,2022-12-01,удмуртская республика,largus,1800000.0,87,MT,Diesel,0,4.511278195488722
1696,199464,34,M,240000.0,2022-06-01,республика татарстан,2109,1500000.0,127,AT,Petrol,1,6.25
1697,198161,54,M,272000.0,2021-07-01,нижегородская область,2110,700000.0,97,MT,Petrol,1,2.573529411764706
1698,201314,55,M,461000.0,2023-02-01,пермский край,niva legend,1750000.0,92,MT,Diesel,3,3.7960954446854664
1699,198836,44,M,240000.0,2021-09-01,кировская область,vesta,1850000.0,92,MT,Diesel,1,7.708333333333333
1700,197858,45,M,303000.0,2022-08-01,республика башкортостан,priora,1100000.0,117,MT,Petrol,4,3.6303630363036303
1701,199493,59,M,497000.0,2023-08-01,чувашская республика,granta,2550000.0,97,MT,Petrol,3,5.130784708249497
1702,201074,46,M,317000.0,2023-07-01,ульяновская область,21099,850000.0,102,MT,Petrol,1,2.6813880126182967
1704,197932,56,M,491000.0,2022-07-01,республика башкортостан,2110,1100000.0,117,MT,Petrol,0,2.240325865580448
1705,197900,38,F,329000.0,2021-09-01,республика башкортостан,vesta,700000.0,87,MT,Petrol,2,2.127659574468085
1706,201647,43,M,591000.0,2023-10-01,чувашская республика,granta,1650000.0,117,MT,Petrol,1,2.7918781725888326
1707,199497,44,M,723000.0,2023-01-01,оренбургская область,2112,1250000.0,137,MT,Petrol,1,1.7289073305670817
1708,200226,53,M,383000.0,2022-07-01,самарская область,2110,1600000.0,147,MT,Petrol,1,4.177545691906006
1709,201842,60,M,902000.0,2021-06-01,республика татарстан,vesta,800000.0,147,MT,Petrol,3,0.8869179600886918
1710,199853,55,M,240000.0,2021-06-01,республика башкортостан,oka,3150000.0,127,AT,Petrol,1,13.125
1711,198617,53,M,240000.0,2022-02-01,пензенская область,niva legend,3100000.0,107,MT,Petrol,2,12.916666666666666
1712,201145,44,M,364000.0,2021-08-01,оренбургская область,samara,950000.0,87,AT,Petrol,3,2.60989010989011
1713,200074,47,M,765000.0,2022-02-01,оренбургская область,2109,1700000.0,132,MT,Petrol,2,2.2222222222222223
1714,197586,44,M,470000.0,2023-02-01,пензенская область,2107,2650000.0,122,AT,Petrol,2,5.638297872340425
1715,201095,53,F,967000.0,2023-10-01,самарская область,vesta,1750000.0,97,AT,Petrol,3,1.8097207859358841
1716,202038,46,M,377000.0,2022-10-01,самарская область,2115,1600000.0,97,AT,Petrol,4,4.244031830238727
1717,200730,50,M,349000.0,2021-11-01,чувашская республика,riva,2100000.0,102,MT,Petrol,1,6.017191977077364
1718,197433,45,F,240000.0,2023-01-01,оренбургская область,2111,1900000.0,97,MT,Petrol,0,7.916666666666667
1719,199460,41,M,415000.0,2023-06-01,саратовская область,vesta,900000.0,112,AT,Petrol,1,2.1686746987951806
1720,202072,57,M,429000.0,2021-08-01,самарская область,samara,2300000.0,132,MT,Petrol,2,5.361305361305361
1721,198648,59,M,240000.0,2022-12-01,пермский край,xray,1200000.0,112,MT,Petrol,1,5.0
1722,197602,53,F,359000.0,2022-10-01,пермский край,2113,2650000.0,142,AT,Petrol,1,7.381615598885793
1723,201317,49,F,240000.0,2023-02-01,ульяновская область,2115,1250000.0,137,MT,Diesel,0,5.208333333333333
1724,198240,54,M,918000.0,2023-12-01,нижегородская область,21099,1350000.0,122,MT,Petrol,2,1.4705882352941178
1725,201170,45,M,534000.0,2021-01-01,нижегородская область,granta,2100000.0,137,AT,Petrol,0,3.932584269662921
1726,197790,56,M,489000.0,2023-11-01,нижегородская область,2109,1700000.0,137,AT,Petrol,1,3.476482617586912
1727,198944,50,M,515000.0,2021-08-01,республика башкортостан,2110,1650000.0,142,MT,Petrol,3,3.203883495145631
1728,202341,56,M,455000.0,2022-12-01,республика татарстан,niva legend,1600000.0,137,MT,Petrol,2,3.5164835164835164
1730,197498,34,F,456000.0,2021-03-01,пермский край,21099,2050000.0,122,AT,Petrol,2,4.495614035087719
1731,201315,55,M,255000.0,2022-06-01,удмуртская республика,kalina,2500000.0,117,AT,Petrol,3,9.803921568627452
1732,201323,39,M,240000.0,2023-01-01,республика татарстан,kalina,2150000.0,92,MT,Petrol,1,8.958333333333334
1733,197525,45,M,389000.0,2021-07-01,чувашская республика,largus,1450000.0,132,MT,Petrol,1,3.7275064267352187
1734,200073,53,M,501000.0,2022-03-01,оренбургская область,2111,1250000.0,142,AT,Petrol,2,2.4950099800399204
1735,201087,52,M,620000.0,2021-02-01,республика башкортостан,kalina,900000.0,122,MT,Petrol,4,1.4516129032258065
1736,200619,50,M,549000.0,2022-09-01,самарская область,2109,2450000.0,107,MT,Diesel,2,4.462659380692168
1737,200067,46,M,360000.0,2023-01-01,самарская область,2114,2350000.0,132,AT,Petrol,0,6.527777777777778
1738,198870,39,F,264000.0,2022-06-01,республика башкортостан,2107,2000000.0,132,MT,Petrol,1,7.575757575757576
1739,202246,55,M,400000.0,2023-02-01,республика татарстан,niva legend,1500000.0,147,AT,Petrol,2,3.75
1740,202108,43,M,240000.0,2022-09-01,республика башкортостан,2107,1500000.0,142,MT,Petrol,0,6.25
1741,201414,57,M,240000.0,2022-09-01,республика башкортостан,2109,800000.0,117,MT,Petrol,2,3.3333333333333335
1742,199416,55,M,498000.0,2021-09-01,республика башкортостан,2113,2750000.0,92,AT,Petrol,4,5.522088353413655
1743,198946,52,M,240000.0,2023-06-01,оренбургская область,2109,750000.0,97,MT,Petrol,0,3.125
1744,198878,59,M,379000.0,2023-04-01,республика башкортостан,2107,1300000.0,87,AT,Petrol,2,3.430079155672823
1745,199702,55,M,367000.0,2021-11-01,республика татарстан,priora,1550000.0,142,MT,Petrol,0,4.223433242506812
1746,200839,49,M,277000.0,2021-03-01,нижегородская область,samara,2500000.0,92,MT,Diesel,0,9.025270758122744
1747,200845,57,M,547000.0,2022-06-01,кировская область,2110,2450000.0,122,MT,Petrol,0,4.478976234003657
1748,199050,58,M,326000.0,2022-01-01,саратовская область,2111,2300000.0,117,MT,Petrol,2,7.0552147239263805
1749,199542,58,M,396000.0,2022-07-01,саратовская область,2111,1800000.0,137,MT,Petrol,1,4.545454545454546
1750,199964,55,M,392000.0,2022-12-01,республика башкортостан,2109,1450000.0,97,MT,Petrol,3,3.6989795918367347
1751,200117,48,M,595000.0,2021-09-01,удмуртская республика,2107,1100000.0,132,MT,Petrol,3,1.8487394957983194
1752,198066,48,M,314000.0,2022-05-01,республика башкортостан,granta,750000.0,97,MT,Petrol,0,2.388535031847134
1753,199822,48,M,518000.0,2022-10-01,ульяновская область,2113,800000.0,137,MT,Petrol,0,1.5444015444015444
1754,201935,54,M,397000.0,2021-07-01,саратовская область,2115,1900000.0,92,AT,Petrol,2,4.785894206549118
1755,200837,55,M,371000.0,2023-12-01,оренбургская область,2111,1100000.0,127,AT,Petrol,0,2.964959568733154
1756,198305,56,M,328000.0,2021-09-01,пермский край,largus,1200000.0,117,MT,Petrol,2,3.658536585365854
1757,199721,41,M,371000.0,2022-09-01,республика башкортостан,oka,2700000.0,132,MT,Petrol,5,7.277628032345014
1758,201715,57,F,325000.0,2021-09-01,республика татарстан,niva legend,2350000.0,137,MT,Petrol,1,7.230769230769231
1759,200591,56,M,421000.0,2023-06-01,республика татарстан,kalina,2600000.0,122,MT,Petrol,1,6.175771971496437
1760,198317,60,F,487000.0,2022-11-01,пермский край,2114,900000.0,117,AT,Diesel,5,1.8480492813141685
1761,199962,53,M,343000.0,2023-06-01,республика татарстан,granta,700000.0,102,AT,Petrol,0,2.0408163265306123
1762,201083,54,M,265000.0,2021-10-01,нижегородская область,samara,1250000.0,112,MT,Petrol,2,4.716981132075472
1763,198632,49,M,240000.0,2022-01-01,республика башкортостан,xray,1000000.0,117,AT,Petrol,5,4.166666666666667
1764,200457,47,M,874000.0,2023-10-01,пензенская область,2115,2850000.0,112,AT,Petrol,1,3.260869565217391
1765,200378,50,M,264000.0,2022-08-01,самарская область,2110,2200000.0,112,AT,Petrol,1,8.333333333333334
1766,201750,62,F,456000.0,2023-05-01,самарская область,riva,2000000.0,112,MT,Petrol,0,4.385964912280702
1767,201589,55,M,427000.0,2022-02-01,пермский край,riva,2250000.0,97,AT,Petrol,1,5.269320843091335
1768,200917,45,M,240000.0,2022-03-01,республика башкортостан,2111,2850000.0,87,MT,Petrol,0,11.875
1769,201804,44,M,495000.0,2021-10-01,пермский край,2109,1650000.0,112,MT,Petrol,1,3.3333333333333335
1770,200469,56,M,240000.0,2021-04-01,кировская область,granta,1500000.0,102,MT,Petrol,0,6.25
1771,199443,37,M,515000.0,2022-06-01,пензенская область,xray,2300000.0,97,AT,Petrol,5,4.466019417475728
1772,197989,53,M,240000.0,2023-12-01,кировская область,largus,2350000.0,117,AT,Petrol,3,9.791666666666666
1773,197705,42,M,260000.0,2022-04-01,республика марий эл,largus,1650000.0,92,MT,Petrol,2,6.346153846153846
1774,197767,33,M,625000.0,2021-03-01,кировская область,2113,2450000.0,107,MT,Petrol,2,3.92
1775,200246,54,M,297000.0,2023-09-01,пермский край,samara,900000.0,132,MT,Petrol,2,3.0303030303030303
1776,198612,48,M,255000.0,2022-11-01,удмуртская республика,xray,3200000.0,92,MT,Petrol,1,12.549019607843137
1777,201978,52,M,947000.0,2022-11-01,ульяновская область,riva,1200000.0,127,AT,Petrol,0,1.2671594508975712
1778,202088,57,M,240000.0,2022-07-01,республика башкортостан,xray,1000000.0,132,MT,Petrol,1,4.166666666666667
1779,199617,34,M,363000.0,2022-06-01,республика мордовия,niva legend,2200000.0,132,MT,Diesel,0,6.0606060606060606
1780,201454,56,F,672000.0,2022-12-01,саратовская область,2111,1050000.0,112,MT,Petrol,1,1.5625
1781,200341,53,M,775000.0,2021-03-01,республика татарстан,largus,1200000.0,132,AT,Petrol,2,1.5483870967741935
1782,197599,55,F,439000.0,2023-01-01,республика башкортостан,2115,2400000.0,102,MT,Petrol,3,5.466970387243736
1783,198147,51,M,725000.0,2023-07-01,ульяновская область,niva legend,1000000.0,137,MT,Petrol,4,1.3793103448275863
1784,201690,54,M,551000.0,2022-08-01,самарская область,2115,2350000.0,142,MT,Petrol,1,4.26497277676951
1785,198231,59,M,355000.0,2022-06-01,республика татарстан,largus,2450000.0,147,AT,Petrol,0,6.901408450704225
