purchase_id,id,Age,Sex,Income,Purchase_Date,Region,Model,Price,Engine_Power,Transmission,Fuel_Type,Num_Additional_Options
749,202102,28,M,246000.0,2022-01-01,чувашская республика,priora,2500000.0,92,MT,Petrol,0
750,200824,51,M,240000.0,2023-09-01,кировская область,priora,3150000.0,117,MT,Petrol,2
751,199391,46,M,564000.0,2023-04-01,республика татарстан,granta,2500000.0,102,AT,Petrol,1
752,200392,53,M,283000.0,2021-07-01,нижегородская область,kalina,2850000.0,87,AT,Petrol,2
753,198313,48,M,294000.0,2021-09-01,саратовская область,samara,1100000.0,117,AT,Petrol,3
754,199983,30,M,439000.0,2022-08-01,республика татарстан,riva,2200000.0,127,MT,Diesel,1
755,199104,57,M,240000.0,2022-02-01,республика башкортостан,2112,1100000.0,112,AT,Petrol,1
756,197850,53,M,240000.0,2021-05-01,пензенская область,xray,2500000.0,147,MT,Petrol,2
757,200699,52,M,779000.0,2021-05-01,республика татарстан,riva,2800000.0,102,MT,Petrol,1
758,200018,55,M,240000.0,2023-03-01,республика башкортостан,2112,2300000.0,142,MT,Petrol,1
759,199171,48,F,508000.0,2023-08-01,пермский край,niva legend,1900000.0,107,AT,Petrol,0
760,200875,47,F,360000.0,2023-09-01,республика татарстан,priora,2800000.0,97,MT,Petrol,0
761,199406,53,M,652000.0,2022-02-01,самарская область,kalina,1650000.0,122,AT,Petrol,1
762,202138,44,M,442000.0,2022-06-01,удмуртская республика,largus,2850000.0,107,MT,Petrol,3
763,202168,53,M,240000.0,2022-09-01,пензенская область,2112,1000000.0,127,MT,Petrol,0
764,198079,49,M,240000.0,2021-06-01,республика башкортостан,kalina,2200000.0,97,MT,Petrol,0
765,201017,59,M,247000.0,2023-08-01,нижегородская область,samara,750000.0,132,MT,Petrol,1
766,198874,58,M,320000.0,2022-04-01,чувашская республика,granta,2000000.0,97,MT,Petrol,1
767,199213,55,M,923000.0,2023-05-01,саратовская область,kalina,2200000.0,127,AT,Petrol,1
768,202192,46,F,847000.0,2023-01-01,самарская область,2114,1200000.0,147,MT,Petrol,1
769,198251,55,M,240000.0,2021-07-01,республика марий эл,oka,750000.0,97,AT,Petrol,3
770,198952,56,M,349000.0,2022-05-01,нижегородская область,samara,1900000.0,102,MT,Petrol,2
771,201422,57,M,414000.0,2023-01-01,удмуртская республика,2111,2950000.0,112,AT,Petrol,0
772,198484,36,M,485000.0,2023-08-01,самарская область,oka,2450000.0,102,MT,Petrol,1
773,198858,28,M,444000.0,2021-12-01,самарская область,xray,3200000.0,117,MT,Petrol,1
774,199245,51,M,240000.0,2021-08-01,республика башкортостан,niva legend,1900000.0,112,MT,Petrol,3
775,197801,50,M,285000.0,2022-05-01,чувашская республика,2113,2800000.0,147,MT,Petrol,2
776,198529,60,M,397000.0,2022-01-01,республика татарстан,largus,2050000.0,117,AT,Petrol,0
777,198854,49,M,479000.0,2021-03-01,самарская область,2115,1900000.0,117,MT,Petrol,2
778,199801,60,M,531000.0,2023-09-01,республика башкортостан,kalina,3150000.0,137,MT,Diesel,1
779,201264,51,M,240000.0,2022-10-01,саратовская область,xray,1850000.0,142,MT,Petrol,1
780,200368,45,M,736000.0,2022-03-01,самарская область,2109,1800000.0,147,MT,Petrol,1
781,197561,49,M,309000.0,2021-11-01,пермский край,2112,1100000.0,102,MT,Petrol,2
782,199817,50,M,240000.0,2021-12-01,нижегородская область,2109,2150000.0,87,AT,Petrol,0
783,199469,57,M,679000.0,2023-05-01,республика марий эл,2107,2550000.0,122,MT,Petrol,0
784,197762,50,M,264000.0,2021-05-01,самарская область,2114,2250000.0,132,MT,Petrol,0
785,199911,47,M,240000.0,2022-11-01,пензенская область,largus,1300000.0,107,MT,Diesel,1
786,200406,55,M,240000.0,2023-02-01,самарская область,riva,1650000.0,117,MT,Petrol,0
787,200688,58,M,245000.0,2022-10-01,саратовская область,2111,750000.0,122,MT,Petrol,0
788,197990,53,M,553000.0,2023-09-01,республика татарстан,2110,1800000.0,142,MT,Diesel,2
789,202265,52,M,761000.0,2023-08-01,саратовская область,2110,900000.0,142,AT,Petrol,2
790,199683,33,M,359000.0,2021-07-01,республика башкортостан,2109,1150000.0,112,AT,Petrol,3
791,201176,47,M,630000.0,2022-05-01,республика марий эл,2111,2700000.0,147,MT,Petrol,1
792,199517,45,M,757000.0,2022-09-01,удмуртская республика,2114,2700000.0,102,MT,Petrol,0
793,198164,53,M,240000.0,2023-07-01,самарская область,2115,2650000.0,102,AT,Petrol,1
794,200236,50,M,357000.0,2022-02-01,республика марий эл,21099,3100000.0,132,MT,Petrol,1
795,198512,51,M,404000.0,2022-11-01,республика марий эл,2111,3200000.0,137,MT,Petrol,1
796,197663,59,M,412000.0,2022-02-01,саратовская область,2113,2650000.0,127,MT,Petrol,3
797,200605,60,M,508000.0,2022-12-01,республика татарстан,vesta,2200000.0,107,AT,Petrol,3
798,198892,52,M,396000.0,2021-06-01,пермский край,largus,2250000.0,112,MT,Diesel,1
799,198725,46,M,240000.0,2022-09-01,ульяновская область,xray,850000.0,137,MT,Diesel,5
800,198476,58,M,463000.0,2023-04-01,пензенская область,samara,2400000.0,92,AT,Petrol,1
801,200553,55,F,405000.0,2021-08-01,кировская область,2107,2650000.0,107,MT,Petrol,1
802,201334,50,M,428000.0,2022-08-01,саратовская область,granta,2650000.0,137,MT,Petrol,3
803,197986,55,M,430000.0,2023-11-01,нижегородская область,2110,2700000.0,92,MT,Petrol,0
804,201093,51,M,568000.0,2021-01-01,республика башкортостан,riva,3150000.0,132,MT,Petrol,3
805,199312,57,M,509000.0,2023-04-01,республика татарстан,niva legend,1550000.0,132,MT,Petrol,0
806,201661,50,M,454000.0,2022-08-01,удмуртская республика,21099,1950000.0,117,AT,Petrol,2
807,199761,56,M,275000.0,2023-02-01,республика башкортостан,21099,2450000.0,92,MT,Petrol,3
808,200004,32,M,331000.0,2021-01-01,оренбургская область,2114,900000.0,97,MT,Petrol,2
809,199055,53,M,310000.0,2022-04-01,самарская область,vesta,1150000.0,122,AT,Petrol,3
810,201717,41,M,240000.0,2021-05-01,республика башкортостан,2114,750000.0,137,MT,Petrol,0
811,198860,42,M,267000.0,2023-09-01,пензенская область,granta,2250000.0,97,AT,Petrol,3
812,201362,58,M,272000.0,2023-07-01,республика башкортостан,2112,1400000.0,117,MT,Petrol,0
813,198330,46,M,681000.0,2023-12-01,кировская область,2114,2000000.0,142,MT,Petrol,1
814,201180,45,M,240000.0,2022-02-01,пермский край,oka,1800000.0,137,MT,Petrol,1
815,198691,60,M,334000.0,2021-04-01,саратовская область,2111,2100000.0,137,MT,Petrol,5
816,198907,44,M,289000.0,2021-01-01,республика татарстан,2107,1050000.0,87,MT,Petrol,2
817,198919,57,M,338000.0,2022-07-01,республика татарстан,samara,2250000.0,112,MT,Petrol,3
818,200761,49,F,240000.0,2023-08-01,саратовская область,samara,700000.0,97,AT,Petrol,3
819,201878,48,M,365000.0,2022-09-01,республика башкортостан,niva travel,3200000.0,147,AT,Petrol,3
820,198397,56,M,462000.0,2023-02-01,пермский край,oka,1450000.0,102,MT,Petrol,3
821,201383,48,M,257000.0,2023-07-01,республика мордовия,2112,2550000.0,112,AT,Diesel,1
822,198681,26,M,467000.0,2021-02-01,республика мордовия,2112,1600000.0,117,MT,Petrol,2
823,198947,53,M,298000.0,2023-06-01,нижегородская область,priora,2650000.0,97,AT,Petrol,1
824,202314,52,M,240000.0,2021-02-01,республика мордовия,2109,2500000.0,137,AT,Petrol,1
825,199154,47,M,269000.0,2023-08-01,республика башкортостан,oka,800000.0,102,MT,Petrol,1
826,201186,60,M,821000.0,2022-06-01,оренбургская область,niva travel,1950000.0,97,AT,Petrol,4
827,198298,49,F,531000.0,2022-02-01,самарская область,2114,1700000.0,87,MT,Petrol,2
828,199937,58,M,240000.0,2021-04-01,республика татарстан,granta,2200000.0,127,MT,Diesel,1
829,199489,52,M,432000.0,2021-07-01,пермский край,2107,1500000.0,127,MT,Petrol,1
830,199979,43,M,618000.0,2023-01-01,республика башкортостан,21099,1700000.0,142,MT,Petrol,2
831,200478,48,M,779000.0,2021-07-01,республика татарстан,2113,2950000.0,132,MT,Diesel,1
832,200711,46,M,422000.0,2021-07-01,нижегородская область,niva legend,2350000.0,147,MT,Diesel,3
833,201039,54,F,530000.0,2023-10-01,республика башкортостан,2113,2850000.0,137,AT,Diesel,3
834,199632,53,M,331000.0,2022-06-01,республика башкортостан,riva,700000.0,92,MT,Petrol,2
835,198584,48,M,240000.0,2022-08-01,саратовская область,2111,1850000.0,87,AT,Diesel,3
836,199101,40,F,841000.0,2021-03-01,кировская область,oka,1400000.0,87,AT,Petrol,3
837,202259,44,M,317000.0,2021-12-01,кировская область,2115,2350000.0,127,MT,Petrol,5
838,202152,61,M,500000.0,2023-06-01,республика татарстан,priora,2850000.0,92,MT,Petrol,0
839,200221,57,M,293000.0,2021-02-01,удмуртская республика,vesta,1900000.0,142,MT,Petrol,0
840,199243,60,M,689000.0,2022-12-01,саратовская область,2110,900000.0,107,MT,Petrol,1
841,200812,48,M,367000.0,2022-01-01,нижегородская область,2109,1750000.0,87,MT,Petrol,0
842,200147,47,M,603000.0,2022-01-01,оренбургская область,2113,2200000.0,92,AT,Diesel,2
843,199430,51,M,240000.0,2022-07-01,республика мордовия,granta,1750000.0,147,MT,Petrol,4
844,199557,50,M,254000.0,2023-06-01,чувашская республика,2113,2100000.0,142,MT,Petrol,2
845,201351,59,M,545000.0,2022-08-01,республика татарстан,2114,1800000.0,117,MT,Petrol,5
846,202065,55,M,359000.0,2021-11-01,чувашская республика,kalina,1350000.0,97,MT,Petrol,2
847,198095,45,M,261000.0,2022-07-01,самарская область,niva legend,2350000.0,112,MT,Petrol,2
848,200701,47,M,474000.0,2023-07-01,самарская область,vesta,1550000.0,147,MT,Petrol,1
849,202268,46,M,425000.0,2021-03-01,чувашская республика,niva legend,2850000.0,132,AT,Petrol,2
850,198752,51,M,500000.0,2021-12-01,пермский край,vesta,1100000.0,112,MT,Petrol,2
851,202250,45,M,323000.0,2023-03-01,нижегородская область,oka,2100000.0,102,AT,Petrol,5
852,201231,50,M,421000.0,2022-02-01,нижегородская область,2112,3200000.0,127,MT,Petrol,0
853,201066,51,M,704000.0,2023-08-01,пермский край,priora,1450000.0,97,MT,Petrol,2
854,199665,44,M,510000.0,2023-11-01,пермский край,samara,2950000.0,92,MT,Petrol,0
855,198538,55,M,1180000.0,2023-07-01,пензенская область,2113,1050000.0,127,MT,Diesel,1
856,198413,45,M,240000.0,2022-12-01,республика башкортостан,granta,1800000.0,122,MT,Petrol,0
857,198831,54,M,293000.0,2021-08-01,самарская область,2112,1950000.0,122,MT,Petrol,1
858,199689,40,M,541000.0,2021-03-01,республика башкортостан,kalina,2600000.0,97,AT,Petrol,2
859,198964,54,M,636000.0,2023-08-01,нижегородская область,priora,2550000.0,92,AT,Petrol,1
860,197814,55,M,240000.0,2021-09-01,оренбургская область,2113,1550000.0,127,AT,Petrol,0
861,200563,56,M,494000.0,2021-12-01,республика татарстан,2107,850000.0,137,AT,Petrol,2
862,199811,53,M,336000.0,2022-08-01,пермский край,granta,1200000.0,87,AT,Petrol,3
863,200245,47,M,640000.0,2023-09-01,самарская область,kalina,1250000.0,122,AT,Petrol,0
864,202177,51,M,431000.0,2023-09-01,пермский край,vesta,1950000.0,112,MT,Petrol,1
865,199221,34,M,247000.0,2023-04-01,нижегородская область,oka,1600000.0,97,AT,Petrol,2
866,202059,58,F,283000.0,2023-08-01,республика башкортостан,riva,1450000.0,102,MT,Petrol,0
867,199164,54,M,270000.0,2021-09-01,оренбургская область,priora,750000.0,132,MT,Petrol,0
868,197922,52,M,401000.0,2023-08-01,саратовская область,2111,1900000.0,142,MT,Petrol,2
869,199355,41,M,245000.0,2021-07-01,республика татарстан,2107,2500000.0,102,MT,Petrol,2
870,197577,62,F,341000.0,2022-11-01,республика марий эл,2113,2300000.0,127,MT,Petrol,1
871,197985,50,F,240000.0,2023-09-01,республика татарстан,2111,1450000.0,117,MT,Petrol,3
872,199512,51,M,671000.0,2021-09-01,ульяновская область,2115,2850000.0,147,MT,Petrol,1
873,197909,47,M,1320000.0,2023-08-01,самарская область,niva legend,1950000.0,132,MT,Petrol,2
874,202216,38,M,240000.0,2021-07-01,нижегородская область,2112,3150000.0,107,AT,Petrol,2
875,201137,42,M,240000.0,2021-09-01,удмуртская республика,oka,1200000.0,107,MT,Petrol,2
876,201930,48,M,287000.0,2021-06-01,республика татарстан,2115,2550000.0,92,MT,Petrol,1
877,197765,57,F,240000.0,2023-12-01,пермский край,kalina,3100000.0,102,MT,Petrol,1
878,200475,50,M,347000.0,2022-10-01,пензенская область,oka,2800000.0,127,MT,Petrol,5
879,198285,49,M,271000.0,2022-08-01,самарская область,2109,1500000.0,102,MT,Petrol,0
880,199626,46,M,240000.0,2021-02-01,пермский край,2109,2650000.0,137,AT,Petrol,3
881,197986,55,M,954000.0,2023-12-01,самарская область,2114,2350000.0,107,MT,Petrol,2
882,199814,54,M,566000.0,2022-01-01,нижегородская область,vesta,2550000.0,127,MT,Petrol,3
883,200944,52,M,511000.0,2022-05-01,саратовская область,2113,1750000.0,87,MT,Petrol,3
884,200988,47,M,539000.0,2021-08-01,республика башкортостан,niva travel,2900000.0,102,AT,Petrol,3
885,202118,60,M,395000.0,2022-03-01,республика башкортостан,2110,1600000.0,92,MT,Petrol,3
886,197930,54,M,316000.0,2021-01-01,нижегородская область,2113,1400000.0,147,MT,Petrol,0
887,197799,52,M,284000.0,2023-03-01,нижегородская область,largus,1250000.0,122,AT,Petrol,0
888,198764,47,M,721000.0,2022-03-01,республика башкортостан,2113,900000.0,132,AT,Petrol,2
889,199252,60,M,383000.0,2021-06-01,пермский край,2107,2150000.0,132,AT,Petrol,1
890,197885,58,M,288000.0,2022-06-01,республика башкортостан,niva travel,1700000.0,97,MT,Petrol,0
891,201127,58,M,507000.0,2023-07-01,удмуртская республика,xray,1700000.0,117,AT,Petrol,1
892,201384,51,M,406000.0,2021-03-01,удмуртская республика,largus,2050000.0,87,MT,Petrol,3
893,199335,44,M,269000.0,2023-10-01,республика татарстан,riva,2150000.0,147,MT,Petrol,0
894,202136,51,M,560000.0,2021-10-01,удмуртская республика,kalina,2350000.0,142,MT,Petrol,0
895,198940,55,M,580000.0,2022-12-01,республика татарстан,xray,2050000.0,87,MT,Petrol,1
896,197653,35,F,421000.0,2021-01-01,оренбургская область,largus,2350000.0,97,MT,Petrol,3
897,198627,57,M,673000.0,2023-09-01,республика татарстан,largus,1000000.0,137,MT,Petrol,0
898,199842,57,M,439000.0,2023-07-01,саратовская область,niva travel,750000.0,142,MT,Petrol,0
899,198516,45,M,304000.0,2022-08-01,республика башкортостан,2112,1900000.0,142,MT,Petrol,1
900,200705,53,M,269000.0,2022-08-01,республика татарстан,niva travel,2150000.0,87,AT,Petrol,2
901,202408,48,M,762000.0,2021-12-01,нижегородская область,2112,2350000.0,137,AT,Petrol,2
902,201450,59,M,240000.0,2021-10-01,саратовская область,granta,1200000.0,97,MT,Petrol,1
903,202247,42,M,240000.0,2023-01-01,чувашская республика,vesta,2000000.0,132,MT,Petrol,0
904,198417,56,M,506000.0,2022-04-01,удмуртская республика,21099,1300000.0,137,AT,Petrol,1
905,201825,41,M,550000.0,2022-01-01,республика башкортостан,2114,2650000.0,102,AT,Petrol,2
906,198355,60,F,240000.0,2023-10-01,пермский край,oka,750000.0,137,AT,Petrol,1
907,198869,56,M,417000.0,2022-11-01,кировская область,2113,2150000.0,87,MT,Petrol,3
908,202173,29,M,504000.0,2021-08-01,республика марий эл,priora,2350000.0,117,AT,Petrol,5
909,199710,61,M,860000.0,2021-01-01,кировская область,niva legend,2550000.0,92,MT,Petrol,1
910,199671,51,M,387000.0,2021-09-01,республика татарстан,oka,1000000.0,112,MT,Petrol,2
911,201590,57,M,240000.0,2021-08-01,удмуртская республика,2111,2750000.0,117,MT,Petrol,1
912,198523,54,M,333000.0,2023-01-01,удмуртская республика,niva travel,2500000.0,132,AT,Petrol,0
913,198254,44,M,421000.0,2023-01-01,пермский край,2113,2700000.0,87,AT,Diesel,3
914,197632,56,M,407000.0,2022-06-01,республика башкортостан,2109,1100000.0,117,AT,Petrol,3
915,200225,52,M,240000.0,2023-08-01,республика башкортостан,2114,2350000.0,117,MT,Petrol,1
916,198718,50,M,482000.0,2023-08-01,республика марий эл,2111,1200000.0,147,MT,Diesel,3
917,197507,53,M,240000.0,2022-10-01,пермский край,2113,2950000.0,97,MT,Diesel,2
918,198962,56,M,347000.0,2023-06-01,республика татарстан,granta,1650000.0,147,MT,Petrol,3
919,199856,61,F,267000.0,2023-02-01,пермский край,2110,1300000.0,122,AT,Petrol,2
920,199649,52,M,423000.0,2023-10-01,республика башкортостан,2107,700000.0,142,MT,Petrol,0
921,201693,59,F,322000.0,2021-11-01,пермский край,vesta,3050000.0,102,AT,Diesel,2
922,197781,52,M,335000.0,2022-04-01,республика татарстан,2111,900000.0,97,AT,Petrol,0
923,199212,54,M,401000.0,2022-10-01,республика мордовия,2109,2150000.0,92,MT,Petrol,1
924,200637,49,M,410000.0,2021-10-01,саратовская область,priora,2350000.0,137,MT,Petrol,1
925,200078,51,M,433000.0,2023-08-01,нижегородская область,vesta,3000000.0,112,MT,Petrol,0
926,198038,53,M,503000.0,2023-08-01,республика татарстан,2115,1300000.0,92,AT,Petrol,1
927,200529,53,F,302000.0,2022-07-01,саратовская область,largus,800000.0,147,MT,Diesel,2
928,200583,37,M,691000.0,2023-06-01,нижегородская область,2110,1700000.0,102,AT,Diesel,3
929,197511,48,M,240000.0,2021-08-01,пермский край,samara,850000.0,112,AT,Petrol,1
930,198938,55,M,347000.0,2021-04-01,саратовская область,granta,1550000.0,112,AT,Petrol,0
931,200534,58,M,441000.0,2021-08-01,пензенская область,2109,2600000.0,112,MT,Petrol,0
932,198165,58,M,496000.0,2022-01-01,самарская область,riva,2600000.0,132,AT,Diesel,0
933,199573,55,M,491000.0,2022-07-01,республика башкортостан,2110,1100000.0,132,AT,Petrol,1
934,197462,44,M,322000.0,2022-08-01,пермский край,largus,1500000.0,127,AT,Petrol,2
935,202152,52,M,539000.0,2023-09-01,нижегородская область,riva,2350000.0,132,AT,Petrol,4
936,198010,50,F,459000.0,2022-01-01,республика татарстан,21099,750000.0,127,MT,Petrol,2
937,200102,45,M,240000.0,2021-10-01,нижегородская область,vesta,3100000.0,112,MT,Petrol,2
938,200385,45,F,893000.0,2021-04-01,нижегородская область,largus,1500000.0,142,MT,Diesel,0
939,197644,43,M,828000.0,2021-10-01,ульяновская область,2112,1550000.0,147,AT,Petrol,3
940,198611,55,M,404000.0,2023-09-01,нижегородская область,granta,2750000.0,97,MT,Petrol,4
941,200880,52,M,504000.0,2022-10-01,пермский край,priora,800000.0,132,AT,Diesel,0
942,201957,59,F,240000.0,2021-01-01,республика мордовия,samara,2100000.0,87,MT,Petrol,4
943,198282,40,M,523000.0,2022-06-01,республика башкортостан,2115,2700000.0,132,MT,Petrol,0
944,198937,54,M,447000.0,2023-03-01,нижегородская область,2113,3050000.0,87,MT,Petrol,1
945,197495,46,M,955000.0,2021-04-01,саратовская область,2114,900000.0,112,MT,Petrol,0
946,201837,53,M,568000.0,2022-07-01,республика татарстан,2112,2850000.0,137,MT,Petrol,5
947,200559,53,M,432000.0,2021-12-01,саратовская область,2113,900000.0,107,MT,Petrol,3
948,201635,60,M,260000.0,2023-02-01,удмуртская республика,priora,1800000.0,142,MT,Petrol,1
949,201982,52,M,792000.0,2022-05-01,самарская область,niva legend,950000.0,117,AT,Petrol,2
950,200140,55,M,591000.0,2022-05-01,кировская область,2115,700000.0,107,MT,Petrol,4
951,202396,51,M,240000.0,2022-06-01,нижегородская область,2114,1700000.0,107,MT,Petrol,0
952,201552,39,M,511000.0,2023-08-01,пермский край,largus,1500000.0,132,MT,Petrol,1
953,200777,57,M,383000.0,2023-02-01,республика башкортостан,2112,3200000.0,87,MT,Petrol,2
954,199394,50,M,240000.0,2022-06-01,кировская область,vesta,2800000.0,112,MT,Petrol,0
955,201725,59,M,460000.0,2023-02-01,пермский край,2107,1850000.0,102,MT,Petrol,3
956,200459,45,M,240000.0,2023-05-01,республика татарстан,kalina,3050000.0,147,MT,Petrol,2
957,202308,51,M,457000.0,2022-07-01,республика башкортостан,priora,2150000.0,142,AT,Petrol,3
958,201113,40,M,442000.0,2022-07-01,ульяновская область,granta,800000.0,127,MT,Petrol,0
959,198137,50,M,388000.0,2023-12-01,удмуртская республика,vesta,3000000.0,92,AT,Petrol,4
960,197555,47,M,491000.0,2023-07-01,республика татарстан,2107,2250000.0,97,MT,Petrol,2
961,198528,53,M,461000.0,2022-05-01,оренбургская область,riva,1550000.0,107,MT,Petrol,0
962,200834,60,M,390000.0,2021-01-01,удмуртская республика,granta,3050000.0,122,MT,Petrol,3
963,200201,51,M,240000.0,2022-07-01,нижегородская область,samara,1300000.0,87,MT,Petrol,1
964,197923,43,F,240000.0,2022-04-01,республика татарстан,2111,900000.0,117,MT,Diesel,1
965,197991,41,F,367000.0,2021-10-01,пензенская область,largus,3200000.0,117,MT,Petrol,1
966,198461,42,M,317000.0,2022-08-01,ульяновская область,largus,2300000.0,147,MT,Petrol,3
967,200871,44,M,384000.0,2023-05-01,ульяновская область,granta,2050000.0,97,MT,Petrol,3
968,198761,45,M,678000.0,2022-07-01,самарская область,oka,1550000.0,87,MT,Petrol,0
969,198295,59,M,360000.0,2022-11-01,республика башкортостан,granta,2250000.0,107,MT,Petrol,1
970,199997,49,F,241000.0,2023-02-01,республика татарстан,2107,1800000.0,92,MT,Petrol,0
971,200599,50,M,241000.0,2021-08-01,республика татарстан,granta,2400000.0,137,AT,Petrol,3
972,200056,53,M,434000.0,2022-11-01,нижегородская область,granta,2700000.0,137,MT,Petrol,3
973,199752,45,M,464000.0,2023-03-01,оренбургская область,2112,2050000.0,137,MT,Petrol,4
974,197430,39,M,464000.0,2021-08-01,саратовская область,granta,1950000.0,147,MT,Petrol,2
975,198863,47,M,240000.0,2021-04-01,республика башкортостан,xray,1100000.0,117,MT,Petrol,0
976,199273,41,M,241000.0,2021-10-01,пермский край,2109,1100000.0,127,MT,Petrol,0
977,201021,47,M,240000.0,2023-06-01,удмуртская республика,niva travel,1800000.0,132,AT,Diesel,2
978,201092,58,F,440000.0,2021-01-01,республика башкортостан,kalina,2550000.0,112,AT,Petrol,1
979,198817,55,M,301000.0,2023-06-01,республика мордовия,2110,2200000.0,97,MT,Petrol,1
980,198739,51,M,568000.0,2023-07-01,ульяновская область,2114,2100000.0,132,AT,Petrol,1
981,198036,45,M,248000.0,2022-08-01,пермский край,granta,2400000.0,97,MT,Petrol,1
982,201371,44,M,707000.0,2022-12-01,самарская область,vesta,1900000.0,122,MT,Diesel,3
983,200946,51,F,352000.0,2021-08-01,чувашская республика,kalina,3200000.0,127,MT,Petrol,2
984,198899,43,M,240000.0,2023-09-01,республика башкортостан,niva legend,1950000.0,147,MT,Petrol,1
985,198069,40,M,704000.0,2023-06-01,пензенская область,granta,750000.0,122,MT,Petrol,1
986,201148,55,M,481000.0,2022-02-01,удмуртская республика,niva travel,3000000.0,112,AT,Diesel,1
987,199342,50,M,621000.0,2021-09-01,республика татарстан,2110,2350000.0,137,MT,Petrol,2
988,200422,59,M,340000.0,2023-12-01,нижегородская область,largus,1500000.0,97,MT,Diesel,0
989,200975,46,M,465000.0,2023-08-01,республика татарстан,2114,750000.0,142,MT,Petrol,3
990,197592,42,M,240000.0,2022-08-01,удмуртская республика,2110,1900000.0,92,MT,Petrol,3
991,199278,56,M,644000.0,2022-08-01,оренбургская область,niva travel,2800000.0,147,MT,Petrol,1
992,202249,49,M,435000.0,2023-06-01,удмуртская республика,priora,1750000.0,132,AT,Petrol,2
993,201817,38,M,609000.0,2023-07-01,республика башкортостан,vesta,2150000.0,127,AT,Petrol,0
994,201768,56,M,334000.0,2023-02-01,республика башкортостан,priora,1150000.0,102,MT,Petrol,0
995,199594,60,M,385000.0,2023-07-01,республика башкортостан,2110,3050000.0,102,MT,Petrol,4
996,197910,55,M,240000.0,2021-11-01,оренбургская область,2110,1600000.0,97,MT,Petrol,1
997,200835,54,M,240000.0,2023-08-01,республика башкортостан,2110,2600000.0,117,AT,Petrol,1
998,199472,55,M,243000.0,2022-07-01,нижегородская область,2115,3050000.0,122,AT,Petrol,2
999,201511,50,M,422000.0,2023-12-01,саратовская область,2110,1750000.0,117,MT,Petrol,1
1000,199117,39,M,445000.0,2022-08-01,нижегородская область,xray,2600000.0,142,MT,Diesel,0
1001,201041,33,M,240000.0,2023-06-01,самарская область,xray,3000000.0,117,MT,Petrol,1
1002,198140,54,M,254000.0,2022-12-01,пермский край,2111,1100000.0,142,AT,Petrol,0
1003,199364,51,M,367000.0,2021-09-01,республика мордовия,vesta,2400000.0,107,MT,Petrol,1
1004,198629,52,M,269000.0,2022-07-01,саратовская область,samara,1100000.0,107,MT,Petrol,0
1005,199999,39,M,309000.0,2022-09-01,самарская область,vesta,2400000.0,117,MT,Petrol,1
1006,200842,46,M,240000.0,2022-07-01,самарская область,granta,1050000.0,97,MT,Petrol,1
1007,197445,52,M,363000.0,2021-11-01,пермский край,kalina,2800000.0,117,MT,Petrol,1
1008,201375,51,M,240000.0,2021-01-01,удмуртская республика,2111,2950000.0,147,MT,Diesel,1
1009,198895,54,M,789000.0,2021-09-01,республика башкортостан,2113,2600000.0,147,MT,Petrol,2
1010,198530,61,M,345000.0,2022-06-01,республика башкортостан,priora,2500000.0,117,MT,Petrol,3
1011,198539,61,M,240000.0,2023-11-01,нижегородская область,2112,1850000.0,127,AT,Diesel,3
1012,199898,54,M,334000.0,2022-10-01,нижегородская область,2107,2900000.0,102,MT,Petrol,1
1013,201802,55,M,240000.0,2022-04-01,пензенская область,vesta,1950000.0,137,MT,Petrol,4
1014,199097,59,M,240000.0,2023-01-01,саратовская область,granta,1950000.0,137,AT,Petrol,1
1015,198615,52,M,722000.0,2023-08-01,пермский край,2109,1850000.0,122,MT,Petrol,0
1016,202290,49,M,602000.0,2021-07-01,пермский край,2114,1650000.0,142,MT,Petrol,1
1017,200467,41,M,467000.0,2022-08-01,республика башкортостан,riva,1850000.0,112,AT,Petrol,3
1018,201806,60,M,442000.0,2021-04-01,пензенская область,niva legend,3100000.0,122,AT,Petrol,0
1019,198444,57,M,402000.0,2021-03-01,нижегородская область,2109,1100000.0,122,MT,Petrol,1
1020,201542,55,M,421000.0,2022-06-01,пермский край,samara,700000.0,112,MT,Petrol,2
1021,199306,49,M,240000.0,2022-01-01,республика башкортостан,2107,2750000.0,102,MT,Petrol,0
1022,202151,56,M,869000.0,2021-04-01,ульяновская область,2110,1450000.0,107,AT,Petrol,2
1023,198019,42,M,441000.0,2023-06-01,республика башкортостан,vesta,1900000.0,117,MT,Petrol,3
1024,198662,46,M,240000.0,2021-08-01,республика башкортостан,granta,2250000.0,132,AT,Petrol,2
1025,201089,59,M,249000.0,2022-03-01,республика башкортостан,riva,2250000.0,137,MT,Petrol,4
1026,200866,56,M,240000.0,2022-10-01,самарская область,largus,700000.0,92,MT,Diesel,2
1027,201501,61,M,240000.0,2023-02-01,республика башкортостан,2112,1700000.0,87,MT,Petrol,0
1028,200271,53,M,435000.0,2021-06-01,пермский край,priora,1800000.0,132,MT,Petrol,2
1029,200965,41,M,442000.0,2022-11-01,кировская область,niva travel,2250000.0,127,MT,Petrol,1
1030,201948,54,M,444000.0,2023-03-01,республика татарстан,21099,2200000.0,127,AT,Diesel,3
1031,202103,52,M,534000.0,2022-06-01,республика башкортостан,kalina,1900000.0,127,AT,Diesel,2
1032,201215,58,M,485000.0,2021-06-01,пензенская область,kalina,3200000.0,132,MT,Petrol,5
